case_full_barcode	cmd	status	operation_id	num_of_repeats
TCGA-EJ-5521-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5521-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5521-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_4_rg.sorted.bam.bai,sample=TCGA-EJ-5521-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5521-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5521-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5522-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5522-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5522-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_6_rg.sorted.bam.bai,sample=TCGA-EJ-5522-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5522-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5522-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5524-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5524-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5524-10A-01D-1573_130218_SN208_0454_BD1TBTACXX_s_8_rg.sorted.bam.bai,sample=TCGA-EJ-5524-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5524-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5524-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5525-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5525-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_2_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5525-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_2_rg.sorted.bam.bai,sample=TCGA-EJ-5525-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5525-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5525-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5526-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5526-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5526-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_4_rg.sorted.bam.bai,sample=TCGA-EJ-5526-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5526-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5526-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5527-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5527-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5527-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_6_rg.sorted.bam.bai,sample=TCGA-EJ-5527-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5527-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5527-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5530-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5530-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5530-10A-01D-1573_130221_SN1120_0238_AC1TDEACXX_s_8_rg.sorted.bam.bai,sample=TCGA-EJ-5530-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5530-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5530-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5531-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5531-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_2_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5531-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_2_rg.sorted.bam.bai,sample=TCGA-EJ-5531-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5531-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5531-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5532-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5532-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5532-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_4_rg.sorted.bam.bai,sample=TCGA-EJ-5532-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5532-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5532-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-5542-10A-01D-1573-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5542-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-5542-10A-01D-1573_130221_SN1120_0239_BD1V59ACXX_s_6_rg.sorted.bam.bai,sample=TCGA-EJ-5542-10A-01D-1573-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-5542-10A-01D-1573-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-5542-10A-01D-1573-02	Pending	Not_Assigend	0.0
TCGA-EJ-7125-10A-01D-1957-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7125-10A-01D-1957_130221_SN1120_0239_BD1V59ACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7125-10A-01D-1957_130221_SN1120_0239_BD1V59ACXX_s_8_rg.sorted.bam.bai,sample=TCGA-EJ-7125-10A-01D-1957-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7125-10A-01D-1957-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7125-10A-01D-1957-02	Pending	Not_Assigend	0.0
TCGA-EJ-7317-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7317-10A-01D-2111_130422_SN590_0225_BD23TLACXX_s_7_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7317-10A-01D-2111_130422_SN590_0225_BD23TLACXX_s_7_rg.sorted.bam.bai,sample=TCGA-EJ-7317-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7317-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7317-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7327-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7327-10A-01D-2111_130607_SN590_0232_BD26R5ACXX_s_1_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7327-10A-01D-2111_130607_SN590_0232_BD26R5ACXX_s_1_rg.sorted.bam.bai,sample=TCGA-EJ-7327-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7327-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7327-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7328-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7328-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_3_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7328-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_3_rg.sorted.bam.bai,sample=TCGA-EJ-7328-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7328-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7328-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7331-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7331-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7331-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_5_rg.sorted.bam.bai,sample=TCGA-EJ-7331-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7331-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7331-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7781-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7781-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_7_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7781-10A-01D-2111_130502_SN590_0228_AD24A9ACXX_s_7_rg.sorted.bam.bai,sample=TCGA-EJ-7781-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7781-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7781-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7782-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7782-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_1_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7782-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_1_rg.sorted.bam.bai,sample=TCGA-EJ-7782-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7782-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7782-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7784-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7784-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_3_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7784-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_3_rg.sorted.bam.bai,sample=TCGA-EJ-7784-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7784-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7784-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EJ-7785-10A-01D-2111-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7785-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EJ-7785-10A-01D-2111_130502_SN590_0229_BD2459ACXX_s_5_rg.sorted.bam.bai,sample=TCGA-EJ-7785-10A-01D-2111-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EJ-7785-10A-01D-2111-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EJ-7785-10A-01D-2111-02	Pending	Not_Assigend	0.0
TCGA-EK-A2PL-10A-01D-A18I-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2PL-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2PL-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_5_rg.sorted.bam.bai,sample=TCGA-EK-A2PL-10A-01D-A18I-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EK-A2PL-10A-01D-A18I-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EK-A2PL-10A-01D-A18I-02	Pending	Not_Assigend	0.0
TCGA-EK-A2PM-10A-01D-A18I-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2PM-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2PM-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_6_rg.sorted.bam.bai,sample=TCGA-EK-A2PM-10A-01D-A18I-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EK-A2PM-10A-01D-A18I-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EK-A2PM-10A-01D-A18I-02	Pending	Not_Assigend	0.0
TCGA-EK-A2R7-10A-01D-A18I-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2R7-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_7_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2R7-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_7_rg.sorted.bam.bai,sample=TCGA-EK-A2R7-10A-01D-A18I-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EK-A2R7-10A-01D-A18I-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EK-A2R7-10A-01D-A18I-02	Pending	Not_Assigend	0.0
TCGA-EK-A2R8-10A-01D-A18I-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2R8-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/CESC/DNA/WGS/HMS-RK/ILLUMINA/TCGA-EK-A2R8-10A-01D-A18I_140204_SN208_0508_BC2R1UACXX_s_8_rg.sorted.bam.bai,sample=TCGA-EK-A2R8-10A-01D-A18I-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-EK-A2R8-10A-01D-A18I-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-EK-A2R8-10A-01D-A18I-02	Pending	Not_Assigend	0.0
